"","support_torture","poliknow","tthreat","auth","republican","independent","democrat","weight","year","age","agegroup","male","female","famincome","individincome","culturalt","immigrantlevel","education","immjobthreat","race","wiretapnowarrant","wiretap_powers","muslim_thermo","auth.both","auth.both.t","rageg","rfinc","support_torture.c","tthreat.c","poliknow.c","auth.c","auth.both.c","auth.both.t.c","culturalt.c","age.c"
"35",1,0,3,0,0,1,0,831,"2008",30,NA,0,1,"$75,000-$89,999","$50,000-$59,999",NA,2,"Bachelor's Degree",NA,"NH White",NA,NA,50,0,0,NA,"$75,000-$89,999",-2.36480648064806,0.338646506967848,-0.51363236587511,-0.618523748785228,-0.605070691801529,-0.605335325069116,NA,-19.1030046413159
"36",3,0,2,0.25,0,1,0,527,"2008",24,NA,0,1,"$11,000-$12,499","$11,000-$12,499",NA,3,"Some college",NA,"NH Native",NA,NA,50,0.25,0.25,NA,"$12,500-$14,999",-0.364806480648065,-0.661353493032152,-0.51363236587511,-0.368523748785228,-0.355070691801529,-0.355335325069116,NA,-25.1030046413159
"37",2,0,1,0.25,0,1,0,527,"2008",29,NA,1,0,"$7,500 -$9,999","$7,500 -$9,999",NA,1,"Some college",NA,"NH Native",NA,NA,50,0.25,0.25,NA,"$5,000-$9,999",-1.36480648064806,-1.66135349303215,-0.51363236587511,-0.368523748785228,-0.355070691801529,-0.355335325069116,NA,-20.1030046413159
"38",1,1,2,1,0,0,1,239,"2008",52,NA,1,0,"$30,000-$34,999","$30,000-$34,999",NA,4,"Bachelor's Degree",NA,"Hispanic",NA,NA,40,1,1,NA,"$30,000-$34,999",-2.36480648064806,-0.661353493032152,0.48636763412489,0.381476251214772,0.394929308198471,0.394664674930884,NA,2.89699535868414
"39",2,0,1,0.75,0,0,1,527,"2008",24,NA,1,0,"$30,000-$34,999","$30,000-$34,999",NA,4,"Some college",NA,"NH White",NA,NA,50,0.75,0.75,NA,"$30,000-$34,999",-1.36480648064806,-1.66135349303215,-0.51363236587511,0.131476251214772,0.144929308198471,0.144664674930884,NA,-25.1030046413159
"40",1,0.5,2,NA,0,0,1,516,"2008",63,NA,1,0,"$100,000-$109,999","$50,000-$59,999",NA,2,"Graduate Degree",NA,"NH White",NA,NA,85,0.5,0.5,NA,"$100,000-$109,999",-2.36480648064806,-0.661353493032152,-0.01363236587511,NA,-0.105070691801529,-0.105335325069116,NA,13.8969953586841
"41",3,0,4,0.75,0,0,1,95,"2008",40,NA,0,1,"$17,000-$19,999","$17,000-$19,999",NA,3,"Some college",NA,"NH Black",NA,NA,40,0.75,0.75,NA,"$15,000-$19,999",-0.364806480648065,1.33864650696785,-0.51363236587511,0.131476251214772,0.144929308198471,0.144664674930884,NA,-9.10300464131586
"42",1,0,5,1,0,1,0,441,"2008",40,NA,1,0,"$35,000-$39,999","$25,000-$29,999",NA,3,"Some college",NA,"NH Asian",NA,NA,0,1,1,NA,"$35,000-$39,999",-2.36480648064806,2.33864650696785,-0.51363236587511,0.381476251214772,0.394929308198471,0.394664674930884,NA,-9.10300464131586
"43",2,0.5,2,0.5,0,0,1,306,"2008",53,NA,0,1,"$60,000-$74,999","$60,000-$74,999",NA,5,"Some college",NA,"NH White",NA,NA,50,0.5,0.5,NA,"$60,000-$74,999",-1.36480648064806,-0.661353493032152,-0.01363236587511,-0.118523748785228,-0.105070691801529,-0.105335325069116,NA,3.89699535868414
"44",2,1,4,0,0,NA,0,740,"2008",53,NA,0,1,"$135,000-$149,999","$30,000-$34,999",NA,3,"Some college",NA,"NH White",NA,NA,50,0,0,NA,"$110,000-$149,999",-1.36480648064806,1.33864650696785,0.48636763412489,-0.618523748785228,-0.605070691801529,-0.605335325069116,NA,3.89699535868414
"45",2,0.5,2,NA,1,0,0,518,"2008",46,NA,0,1,"$90,000-$99,999","$15,000-$16,999",NA,3,"Some college",NA,"NH Asian",NA,NA,50,0.5,0.5,NA,"$90,000-$99,999",-1.36480648064806,-0.661353493032152,-0.01363236587511,NA,-0.105070691801529,-0.105335325069116,NA,-3.10300464131586
"46",1,0,1,NA,NA,NA,NA,424,"2008",61,NA,0,1,NA,NA,NA,NA,"Some college",NA,"NH White",NA,NA,50,0.5,0.5,NA,NA,-2.36480648064806,-1.66135349303215,-0.51363236587511,NA,-0.105070691801529,-0.105335325069116,NA,11.8969953586841
"47",3,0,2,1,0,0,1,79,"2008",38,NA,1,0,"$30,000-$34,999","$30,000-$34,999",NA,4,"Bachelor's Degree",NA,"Hispanic",NA,NA,50,1,1,NA,"$30,000-$34,999",-0.364806480648065,-0.661353493032152,-0.51363236587511,0.381476251214772,0.394929308198471,0.394664674930884,NA,-11.1030046413159
"48",1,1,2,0,0,1,0,374,"2008",33,NA,1,0,"$90,000-$99,999","$90,000-$99,999",NA,3,"Bachelor's Degree",NA,"NH White",NA,NA,60,0,0,NA,"$90,000-$99,999",-2.36480648064806,-0.661353493032152,0.48636763412489,-0.618523748785228,-0.605070691801529,-0.605335325069116,NA,-16.1030046413159
"49",1,0.5,4,0.25,1,0,0,765,"2008",49,NA,0,1,"$100,000-$109,999","None or less than $2,999",NA,2,"Bachelor's Degree",NA,"NH White",NA,NA,70,0.25,0.25,NA,"$100,000-$109,999",-2.36480648064806,1.33864650696785,-0.01363236587511,-0.368523748785228,-0.355070691801529,-0.355335325069116,NA,-0.103004641315856
"50",1,0,2,0.75,0,0,1,484,"2008",28,NA,1,0,NA,"$35,000-$39,999",NA,3,"Some college",NA,"NH White",NA,NA,30,0.75,0.75,NA,NA,-2.36480648064806,-0.661353493032152,-0.51363236587511,0.131476251214772,0.144929308198471,0.144664674930884,NA,-21.1030046413159
"51",1,0.5,3,0.25,0,0,1,578,"2008",59,NA,0,1,"$120,000-$134,999","$40,000-$44,999",NA,4,"Graduate Degree",NA,"NH White",NA,NA,60,0.25,0.25,NA,"$110,000-$149,999",-2.36480648064806,0.338646506967848,-0.01363236587511,-0.368523748785228,-0.355070691801529,-0.355335325069116,NA,9.89699535868414
"52",5,0,4,0.25,0,1,0,702,"2008",47,NA,1,0,"$75,000-$89,999","$50,000-$59,999",NA,4,"High School",NA,"NH White",NA,NA,70,0.25,0.25,NA,"$75,000-$89,999",1.63519351935194,1.33864650696785,-0.51363236587511,-0.368523748785228,-0.355070691801529,-0.355335325069116,NA,-2.10300464131586
"53",NA,0,NA,NA,1,0,0,504,"2008",42,NA,1,0,"$100,000-$109,999","$100,000-$109,999",NA,NA,"Graduate Degree",NA,"NH White",NA,NA,NA,NA,NA,NA,"$100,000-$109,999",NA,NA,-0.51363236587511,NA,NA,NA,NA,-7.10300464131586
"54",2,0.5,4,0.5,0,1,0,799,"2008",26,NA,0,1,"$40,000-$44,999","$17,000-$19,999",NA,3,"Some college",NA,"NH White",NA,NA,50,0.5,0.5,NA,"$40,000-$44,999",-1.36480648064806,1.33864650696785,-0.01363236587511,-0.118523748785228,-0.105070691801529,-0.105335325069116,NA,-23.1030046413159
"55",2,0.5,4,0.5,1,0,0,719,"2008",45,NA,0,1,"$22,000-$24,999","$22,000-$24,999",NA,3,"Some college",NA,"NH White",NA,NA,85,0.5,0.5,NA,"$20,000-$24,999",-1.36480648064806,1.33864650696785,-0.01363236587511,-0.118523748785228,-0.105070691801529,-0.105335325069116,NA,-4.10300464131586
"56",4,0.5,3,0.75,1,0,0,272,"2008",65,NA,0,1,"$17,000-$19,999","$11,000-$12,499",NA,3,"Less than High School",NA,"Hispanic",NA,NA,70,0.75,0.75,NA,"$15,000-$19,999",0.635193519351935,0.338646506967848,-0.01363236587511,0.131476251214772,0.144929308198471,0.144664674930884,NA,15.8969953586841
"57",6,1,1,0.75,0,1,0,288,"2008",35,NA,1,0,"$50,000-$59,999","$20,000-$21,999",NA,4,"Some college",NA,"NH Native",NA,NA,50,0.75,0.75,NA,"$50,000-$59,999",2.63519351935194,-1.66135349303215,0.48636763412489,0.131476251214772,0.144929308198471,0.144664674930884,NA,-14.1030046413159
"58",NA,0,NA,NA,0,1,0,504,"2008",44,NA,0,1,"$50,000-$59,999","$50,000-$59,999",NA,NA,"High School",NA,"NH White",NA,NA,NA,NA,NA,NA,"$50,000-$59,999",NA,NA,-0.51363236587511,NA,NA,NA,NA,-5.10300464131586
"59",2,0,2,1,0,1,0,288,"2008",30,NA,0,1,NA,NA,NA,2,"Some college",NA,"NH White",NA,NA,50,0.875,0.875,NA,NA,-1.36480648064806,-0.661353493032152,-0.51363236587511,0.381476251214772,0.269929308198471,0.269664674930884,NA,-19.1030046413159
"60",4,1,4,1,NA,NA,NA,370,"2008",79,NA,0,1,"$15,000-$16,999","$15,000-$16,999",NA,NA,"Some college",NA,"NH White",NA,NA,5,1,1,NA,"$15,000-$19,999",0.635193519351935,1.33864650696785,0.48636763412489,0.381476251214772,0.394929308198471,0.394664674930884,NA,29.8969953586841
"61",6,0,4,0.25,0,1,0,283,"2008",33,NA,1,0,"$75,000-$89,999","$40,000-$44,999",NA,3,"Bachelor's Degree",NA,"Hispanic",NA,NA,60,0.25,0.25,NA,"$75,000-$89,999",2.63519351935194,1.33864650696785,-0.51363236587511,-0.368523748785228,-0.355070691801529,-0.355335325069116,NA,-16.1030046413159
"62",6,0,3,0.5,0,1,0,274,"2008",61,NA,0,1,"$50,000-$59,999","$50,000-$59,999",NA,4,"Some college",NA,"NH White",NA,NA,50,0.5,0.5,NA,"$50,000-$59,999",2.63519351935194,0.338646506967848,-0.51363236587511,-0.118523748785228,-0.105070691801529,-0.105335325069116,NA,11.8969953586841
"63",6,0,4,1,1,0,0,217,"2008",25,NA,1,0,"$25,000-$29,999","$25,000-$29,999",NA,3,"Some college",NA,"Hispanic",NA,NA,50,1,1,NA,"$25,000-$29,999",2.63519351935194,1.33864650696785,-0.51363236587511,0.381476251214772,0.394929308198471,0.394664674930884,NA,-24.1030046413159
"64",1,0,5,1,0,1,0,443,"2008",53,NA,1,0,"$150,000 and over","$150,000 and over",NA,3,"Some college",NA,"NH White",NA,NA,50,0.875,0.875,NA,"$150,000 and over",-2.36480648064806,2.33864650696785,-0.51363236587511,0.381476251214772,0.269929308198471,0.269664674930884,NA,3.89699535868414
"65",1,0,2,0,0,0,1,822,"2008",28,NA,0,1,"$35,000-$39,999","$22,000-$24,999",NA,3,"Bachelor's Degree",NA,"NH White",NA,NA,40,0,0,NA,"$35,000-$39,999",-2.36480648064806,-0.661353493032152,-0.51363236587511,-0.618523748785228,-0.605070691801529,-0.605335325069116,NA,-21.1030046413159
"66",3,0.5,2,0,0,0,1,822,"2008",28,NA,0,1,"$60,000-$74,999","$5,000 -$7,499",NA,2,"Bachelor's Degree",NA,"NH White",NA,NA,85,0,0,NA,"$60,000-$74,999",-0.364806480648065,-0.661353493032152,-0.01363236587511,-0.618523748785228,-0.605070691801529,-0.605335325069116,NA,-21.1030046413159
"67",6,1,1,0.75,1,0,0,675,"2008",90,NA,1,0,"$50,000-$59,999","$30,000-$34,999",NA,3,"Less than High School",NA,"NH White",NA,NA,30,0.75,0.75,NA,"$50,000-$59,999",2.63519351935194,-1.66135349303215,0.48636763412489,0.131476251214772,0.144929308198471,0.144664674930884,NA,40.8969953586841
"68",1,0.5,4,0.5,0,0,1,645,"2008",40,NA,1,0,"$150,000 and over","$120,000-$134,999",NA,NA,"Bachelor's Degree",NA,"NH White",NA,NA,30,0.5,0.5,NA,"$150,000 and over",-2.36480648064806,1.33864650696785,-0.01363236587511,-0.118523748785228,-0.105070691801529,-0.105335325069116,NA,-9.10300464131586
"69",1,1,3,0,0,0,1,806,"2008",66,NA,0,1,"$150,000 and over","$60,000-$74,999",NA,2,"Bachelor's Degree",NA,"NH White",NA,NA,85,0,0,NA,"$150,000 and over",-2.36480648064806,0.338646506967848,0.48636763412489,-0.618523748785228,-0.605070691801529,-0.605335325069116,NA,16.8969953586841
"70",NA,0,NA,NA,0,0,1,504,"2008",41,NA,0,1,"$150,000 and over","$150,000 and over",NA,NA,"Graduate Degree",NA,"NH White",NA,NA,NA,NA,NA,NA,"$150,000 and over",NA,NA,-0.51363236587511,NA,NA,NA,NA,-8.10300464131586
"71",1,0,3,0,0,1,0,450,"2008",47,NA,0,1,"$50,000-$59,999","$50,000-$59,999",NA,1,"Bachelor's Degree",NA,"NH White",NA,NA,NA,0,0,NA,"$50,000-$59,999",-2.36480648064806,0.338646506967848,-0.51363236587511,-0.618523748785228,-0.605070691801529,-0.605335325069116,NA,-2.10300464131586
"72",1,0.5,2,0.666666666666667,NA,NA,NA,288,"2008",36,NA,1,0,"$75,000-$89,999","$75,000-$89,999",NA,3,"Some college",NA,"NH Asian",NA,NA,50,0.625,0.625,NA,"$75,000-$89,999",-2.36480648064806,-0.661353493032152,-0.01363236587511,0.0481429178814382,0.0199293081984706,0.0196646749308838,NA,-13.1030046413159
"73",7,0,2,0.75,0,0,1,223,"2008",NA,NA,1,0,"None or less than $2,999","None or less than $2,999",NA,3,"Some college",NA,"NH Black",NA,NA,50,0.75,0.75,NA,"Under $5,000",3.63519351935194,-0.661353493032152,-0.51363236587511,0.131476251214772,0.144929308198471,0.144664674930884,NA,NA
"74",4,0.5,1,0.75,0,0,1,104,"2008",51,NA,0,1,"$10,000 -$10,999","$10,000 -$10,999",NA,5,"Some college",NA,"NH Black",NA,NA,50,0.75,0.75,NA,"$10,000-$12,499",0.635193519351935,-1.66135349303215,-0.01363236587511,0.131476251214772,0.144929308198471,0.144664674930884,NA,1.89699535868414
"75",4,0,1,0.75,0,1,0,313,"2008",36,NA,1,0,"$12,500-$14,999","$12,500-$14,999",NA,3,"High School",NA,"NH Black",NA,NA,100,0.75,0.75,NA,"$12,500-$14,999",0.635193519351935,-1.66135349303215,-0.51363236587511,0.131476251214772,0.144929308198471,0.144664674930884,NA,-13.1030046413159
"76",1,1,5,0,0,0,1,444,"2008",59,NA,1,0,"$50,000-$59,999","$50,000-$59,999",NA,2,"Graduate Degree",NA,"NH White",NA,NA,70,0,0,NA,"$50,000-$59,999",-2.36480648064806,2.33864650696785,0.48636763412489,-0.618523748785228,-0.605070691801529,-0.605335325069116,NA,9.89699535868414
"77",1,1,NA,0,0,0,1,421,"2008",33,NA,1,0,"$75,000-$89,999","$60,000-$74,999",NA,2,"Bachelor's Degree",NA,"NH White",NA,NA,50,0,0,NA,"$75,000-$89,999",-2.36480648064806,NA,0.48636763412489,-0.618523748785228,-0.605070691801529,-0.605335325069116,NA,-16.1030046413159
"78",1,0.5,3,0.25,0,1,0,421,"2008",36,NA,1,0,"$11,000-$12,499","$11,000-$12,499",NA,NA,"Graduate Degree",NA,"NH White",NA,NA,60,0.25,0.25,NA,"$12,500-$14,999",-2.36480648064806,0.338646506967848,-0.01363236587511,-0.368523748785228,-0.355070691801529,-0.355335325069116,NA,-13.1030046413159
"79",1,0,4,0.5,0,0,1,421,"2008",30,NA,0,1,"$22,000-$24,999","$22,000-$24,999",NA,3,"Bachelor's Degree",NA,"NH Asian",NA,NA,70,0.5,0.5,NA,"$20,000-$24,999",-2.36480648064806,1.33864650696785,-0.51363236587511,-0.118523748785228,-0.105070691801529,-0.105335325069116,NA,-19.1030046413159
"80",1,1,1,0,0,0,1,394,"2008",23,NA,1,0,"$25,000-$29,999","$25,000-$29,999",NA,3,"Bachelor's Degree",NA,"NH Black",NA,NA,50,0,0,NA,"$25,000-$29,999",-2.36480648064806,-1.66135349303215,0.48636763412489,-0.618523748785228,-0.605070691801529,-0.605335325069116,NA,-26.1030046413159
"81",2,0,2,0.5,0,0,1,28,"2008",35,NA,0,1,"$60,000-$74,999","$22,000-$24,999",NA,3,"Some college",NA,"Hispanic",NA,NA,100,0.5,0.5,NA,"$60,000-$74,999",-1.36480648064806,-0.661353493032152,-0.51363236587511,-0.118523748785228,-0.105070691801529,-0.105335325069116,NA,-14.1030046413159
"82",2,0,2,0,0,1,0,459,"2008",29,NA,1,0,"$60,000-$74,999","$40,000-$44,999",NA,3,"Bachelor's Degree",NA,"NH White",NA,NA,50,0,0,NA,"$60,000-$74,999",-1.36480648064806,-0.661353493032152,-0.51363236587511,-0.618523748785228,-0.605070691801529,-0.605335325069116,NA,-20.1030046413159
"83",6,0,1,1,0,0,1,29,"2008",75,NA,0,1,"$12,500-$14,999","$12,500-$14,999",NA,2,"High School",NA,"NH Black",NA,NA,60,1,1,NA,"$12,500-$14,999",2.63519351935194,-1.66135349303215,-0.51363236587511,0.381476251214772,0.394929308198471,0.394664674930884,NA,25.8969953586841
